Expected Return,Volatility,Sharpe Ratio
-0.004552838602005115,0.04347103226493989,-0.10473270048563017
-0.003044764940722719,0.03154701962386356,-0.09651513762712229
-0.0037164745943101462,0.029588450451612233,-0.12560558385400816
-0.0033972648666492173,0.03033390006134225,-0.11199565040364583
-0.0037830012261614475,0.03179245716009145,-0.1189905268130765
-0.0038988318062066064,0.027083281140292195,-0.14395714411450158
-0.005694397105662866,0.045692615259479666,-0.12462401360319318
-0.0048645661579575115,0.03557568528938645,-0.1367385088547765
-0.0038686490027640867,0.028586639276019433,-0.13533066847803243
-0.0035956568098628426,0.03348044268499317,-0.10739573677962484
-0.004996023333906795,0.037101415708081904,-0.1346585632531132
-0.0036906148104014777,0.029152901210275323,-0.12659511256809913
-0.003999487232646228,0.03341291325344097,-0.11969884823599893
-0.005349909335463013,0.04697387728558145,-0.11389115918487654
-0.0037971404279049945,0.028610734392901502,-0.13271733524068813
-0.0037105836739907477,0.02884930016914472,-0.12861953850649518
-0.002408848865149633,0.021619962978171852,-0.11141780712490938
-0.0031059714775183538,0.0251108516711998,-0.12369040756513497
-0.0030700128163684043,0.02298188498175838,-0.13358403015266995
-0.0027231612379755945,0.020629244431180305,-0.13200489465623091
-0.0037281508285694374,0.03485798754153692,-0.10695255496683387
-0.0040254627285917525,0.03352166362196241,-0.12008541025852867
-0.004737671933473969,0.0360297205978203,-0.13149344082786435
-0.003984090797086669,0.028899768963986168,-0.13785891513705514
-0.003393436782417155,0.025458004844454887,-0.13329547241233608
-0.0031708097814953824,0.025161337373362198,-0.12601912745910934
-0.0033366797162330893,0.022400567468168854,-0.1489551423630005
-0.004870515206002968,0.03633489164649748,-0.1340451281206026
-0.003924100807165637,0.03156153515523498,-0.12433174710498082
-0.004165725749358342,0.03377055540594173,-0.12335378258615809
-0.0029722092818461033,0.024266034304701947,-0.12248434352827847
-0.0037158315711309287,0.027308337710405202,-0.13606948949203518
-0.003922972276459677,0.0334989208477707,-0.11710742248345424
-0.005476333838207706,0.04329894761134766,-0.12647729656996295
-0.0032019097085483343,0.03085504505694934,-0.10377264731386879
-0.003395596515111972,0.023407016165825516,-0.145067465714386
-0.004812358977585534,0.03837425067067607,-0.1254059400113037
-0.004450797736476631,0.03429378923764568,-0.12978436724020018
-0.003913344740409241,0.02756470040241326,-0.14196942768391677
-0.004946797249639168,0.038579436733026905,-0.12822367739247828
-0.004067830177651199,0.030305554888829078,-0.13422721321465197
-0.0041569237839065,0.03835125305228055,-0.10839082045741162
-0.002779662657879648,0.02469214311782638,-0.11257275825008818
-0.0029618725175346934,0.026016819961803352,-0.11384452526800634
-0.0042359241974509005,0.03357976031774432,-0.1261451587911585
-0.004706905539665872,0.037112228612739356,-0.12682896488868234
-0.005036142851131102,0.03666529976528974,-0.13735447094036066
-0.0036310338197887183,0.029320587131545988,-0.1238390555925155
-0.0021529269208417443,0.018033445961253163,-0.1193852204103167
-0.003172368486444957,0.030982943382426024,-0.10239080410431148
-0.003280173757803441,0.02449996853265151,-0.13388481513483985
-0.003922434805552392,0.03097279117950651,-0.126641308586606
-0.0038738025775680836,0.03264441539008603,-0.11866662433000841
-0.0038769332781166564,0.026434166806594196,-0.1466637214814551
-0.005166680488082129,0.03950052474221599,-0.1308003000415907
-0.003191348561800196,0.024771815448118465,-0.12882982147530062
-0.0033250953162440667,0.024266171777705844,-0.13702595311300583
-0.0038374257054418974,0.030109782243103077,-0.12744780664499475
-0.0031555070233800593,0.02272676139919434,-0.13884543283373063
-0.004953452118612629,0.03765855546373753,-0.13153590353146832
-0.003929528601929426,0.031977168097033666,-0.122885447204249
-0.004467992950832691,0.03738536417570866,-0.11951182098517027
-0.0027262213320280154,0.020335385975108033,-0.13406292535411451
-0.0025992343135078626,0.024087603510125392,-0.10790755138489623
-0.0031254309838497627,0.02145959044856619,-0.14564262031657677
-0.004984160856264295,0.03779990805733997,-0.13185642802896905
-0.005144474148688599,0.03800065176378054,-0.13537857667988573
-0.0038601477788809003,0.02848834945945177,-0.1354991725433287
-0.003821597965229901,0.033746424913191624,-0.11324452812588222
-0.0026415888243850882,0.020241614018088803,-0.13050287501898059
-0.004118644933655777,0.035440364246525725,-0.11621339174186208
-0.0035170991911480085,0.02806666093660985,-0.12531234830860633
-0.004119082844062885,0.03157227242643253,-0.1304652002373564
-0.0033577327434144103,0.02949029732424037,-0.11385889760610954
-0.002928962993940053,0.022564652483778817,-0.12980315101442902
-0.003968741811851037,0.030519113005941994,-0.1300411912717887
-0.004422284402985813,0.040228818860508976,-0.1099282685459849
-0.00422811247537608,0.03385762055671675,-0.12487919723399753
-0.0044948051731939255,0.034427116030436675,-0.13056002626592692
-0.003244328299366909,0.026995220945096713,-0.12018157976796237
-0.0024801292068591108,0.01812104288083114,-0.1368645956620217
-0.004405466879928568,0.03346873540653804,-0.1316293199135325
-0.0036519645362957836,0.03218279622533333,-0.11347567534921242
-0.0035280042333258057,0.028108581549691106,-0.1255134211268863
-0.0035804086733739514,0.03041891938146449,-0.11770334864543686
-0.004055695967903933,0.03127437754961783,-0.1296811091274139
-0.00391332602053502,0.02884356542242434,-0.13567414302715214
-0.004966312915475004,0.039271554511976614,-0.1264608181975692
-0.003856867530764992,0.03326427931556355,-0.11594622249821168
-0.004426163393741828,0.03108343608170169,-0.14239620684495166
-0.005998708218479506,0.04698818099693831,-0.12766419323340852
-0.0038953306828349854,0.027096352821111433,-0.14375848692817572
-0.004067035127770371,0.03419879451317037,-0.11892334761110092
-0.0037990736742166313,0.030328510880018526,-0.12526410179668904
-0.004312746899265078,0.03530436266963861,-0.12215903568694066
-0.0037337754436354924,0.032726498968999276,-0.11409028039242369
-0.0037987068874715587,0.02768230207226647,-0.13722510785247502
-0.003947880087235266,0.02688325134947911,-0.14685277595009952
-0.003451207858073214,0.02958670544433084,-0.11664725106236883
-0.003927732012863274,0.02799607525118213,-0.14029580852399753
-0.0033571567497992726,0.028624210084685554,-0.11728382162746245
-0.004330624828003407,0.030825151354864935,-0.14048997775058555
-0.0037699398896058637,0.026965238729660234,-0.13980739897767505
-0.00507147120812016,0.03567393719623361,-0.14216180233270123
-0.003251059422959158,0.030369975226428324,-0.1070484713510746
-0.0038048530443428393,0.02969694566013793,-0.12812270621655464
-0.004727392000070602,0.03624971352623693,-0.13041184440392875
-0.003963267464250141,0.030651105068406424,-0.1293025962817658
-0.004362777451830297,0.032761916928461074,-0.13316612276860534
-0.003557888581543475,0.03007090515580653,-0.11831664404875641
-0.0035028077382549825,0.025424381359373617,-0.13777356816446373
-0.00395213399781393,0.03268045880043456,-0.12093263506329284
-0.003685471284529097,0.025889089773091283,-0.1423561553083152
-0.003052122057712174,0.02496191093744142,-0.12227117007833595
-0.004052013833239327,0.0298814876130207,-0.1356028148837437
-0.004219191048929758,0.03290358176706483,-0.12822892895973412
-0.0030337333908501685,0.02222911740514497,-0.1364756564805405
-0.0034664453881732087,0.02752284431051945,-0.125947934343701
-0.0038936571951608706,0.029152289183154215,-0.13356265680195153
-0.0040609805140270515,0.03356857424895563,-0.12097566265130831
-0.004155161113949836,0.036429423099397285,-0.11406057962028451
-0.003710880631621347,0.03419015704029572,-0.10853651907032162
-0.004318430625545278,0.03547885557981157,-0.12171843073773163
-0.0032454258416568177,0.024813578645546376,-0.13079233302123142
-0.0025385844689555627,0.025343025010054476,-0.10016896041212192
-0.004751542369373872,0.0426198405924193,-0.11148662930989513
-0.004892126002177149,0.03543794903095049,-0.13804766178495564
-0.004428964582411636,0.036585270768374575,-0.12105867988382275
-0.0035063024970354247,0.029266875592480257,-0.11980446925247885
-0.005204802885482735,0.03531815535535457,-0.14736904668758802
-0.0042180403945370855,0.034944513458087724,-0.12070679992715258
-0.005684835863855162,0.04512833896849149,-0.12597042110998816
-0.0034919908222588916,0.02560261774958127,-0.1363919446212098
-0.003835249310572713,0.03033915834934144,-0.12641251502139852
-0.0024174032411621435,0.016159387418209787,-0.14959745555936146
-0.003979398776513657,0.03609407511278368,-0.11025074791580533
-0.0037447283399422945,0.02853431378109515,-0.1312359697405196
-0.004109135701107272,0.03271684926084161,-0.12559692616933762
-0.004031112191015536,0.031529552429009004,-0.12785186849993724
-0.0035391568197438664,0.03553655031119834,-0.09959201973041827
-0.003586170846436155,0.03406944360728676,-0.10526062262047468
-0.004360989772492485,0.03288731282879672,-0.13260401648485928
-0.003646326772724611,0.0296252154702829,-0.12308186505452584
-0.0028899713182863537,0.023428302144369438,-0.12335385212627989
-0.0027801366809369335,0.020281628042990413,-0.13707660327089885
-0.0038291752485067575,0.028543758661018465,-0.13415105186326323
-0.003764663759798592,0.028928311692776883,-0.13013769347412665
-0.0036710987674169987,0.035094641990766,-0.1046056765127545
-0.0018013129802353662,0.01737054467953676,-0.10369928021643383
-0.0023681485511467034,0.018690620486596907,-0.12670251117906486
-0.004262014964117051,0.031204969862486186,-0.13658128762497976
-0.0028333504930010494,0.02347516069010467,-0.1206956804430043
-0.0037502117372568817,0.03322068307925497,-0.11288785749257346
-0.004821670843634459,0.03664780144689431,-0.13156780634225654
-0.0032722889206956178,0.022718505897696573,-0.1440362731348189
-0.0035318373275570764,0.027425366437612588,-0.12877995032778594
-0.0032810319890997685,0.02441106078338397,-0.13440759572943625
-0.004000578254813749,0.030553586656754898,-0.13093645272344112
-0.0029838786014466487,0.026157945021544095,-0.11407159847568604
-0.0033967437610261325,0.023607919519536398,-0.14388153764312886
-0.004684139511652067,0.03739934376573817,-0.12524656959203773
-0.0041452143739773555,0.03141547817924876,-0.1319481546747693
-0.004130996023100953,0.032354255311110726,-0.1276801454206963
-0.003508888366164375,0.027531517530960163,-0.12744987130544133
-0.005199718283785011,0.03649391209127426,-0.14248179999941057
-0.0032904025839063187,0.029424985338602442,-0.11182342305502058
-0.0031514199547505242,0.02207532074770118,-0.14275760659462663
-0.0028532977184515243,0.023272164882914923,-0.12260559912697466
-0.002432087528845346,0.019100742185851585,-0.12732947783813636
-0.0038377871136398827,0.027399238216226064,-0.14006911737301922
-0.0028041077824675297,0.02310378870631016,-0.12137004099685457
-0.003332924792537239,0.02667923842548966,-0.12492578458884807
-0.0030938636702817083,0.02769319562416777,-0.1117192725703964
