Date,Price,Open,High,Low,Vol.,Change %
2021-03-25,1.096429,1.067662,1.147186,1.048504,699.56M,2.45%
2021-03-24,1.070167,1.115114,1.163537,1.040072,499.18M,-4.14%
2021-03-23,1.116343,1.102994,1.172833,1.082002,562.87M,1.17%
2021-03-22,1.103464,1.186177,1.207608,1.080014,611.13M,-7.02%
2021-03-21,1.186839,1.200454,1.241073,1.160777,514.59M,-1.13%
2021-03-20,1.200409,1.295849,1.308095,1.200311,658.17M,-7.37%
2021-03-19,1.295932,1.231269,1.341873,1.183538,1.26B,5.26%
2021-03-18,1.23123,1.377636,1.471938,1.224661,2.04B,-10.61%
2021-03-17,1.377406,1.249272,1.428258,1.204458,1.64B,10.26%
2021-03-16,1.249261,1.030562,1.263173,1.001835,1.77B,21.18%
2021-03-15,1.030954,1.055232,1.070274,1.001102,657.33M,-2.29%
2021-03-14,1.055119,1.101274,1.101913,1.055119,553.68M,-4.19%
2021-03-13,1.101309,1.032086,1.18799,0.988142,977.08M,6.71%
2021-03-12,1.03205,1.124343,1.127044,1.029758,642.18M,-8.19%
2021-03-11,1.124155,1.133355,1.138997,1.108931,477.61M,-0.79%
2021-03-10,1.133092,1.197082,1.206864,1.118046,626.55M,-5.35%
2021-03-09,1.1972,1.118474,1.218388,1.112578,898.49M,7.04%
2021-03-08,1.118466,1.131434,1.177986,1.106716,625.53M,-1.19%
2021-03-07,1.131882,1.129369,1.144386,1.107014,445.10M,0.25%
2021-03-06,1.129016,1.158277,1.181553,1.086688,757.08M,-2.52%
2021-03-05,1.158227,1.112463,1.195702,1.037863,1.31B,4.11%
2021-03-04,1.11249,1.214405,1.229926,1.068434,1.10B,-8.39%
2021-03-03,1.214324,1.224523,1.265522,1.209046,707.02M,-0.84%
2021-03-02,1.224643,1.296248,1.298971,1.182334,1.10B,-5.52%
2021-03-01,1.2962,1.31182,1.344067,1.233117,1.61B,-0.88%
2021-02-28,1.307673,1.316618,1.358473,1.158604,2.49B,-0.68%
2021-02-27,1.316575,1.241612,1.484147,1.23046,3.07B,6.04%
2021-02-26,1.241585,1.07513,1.294985,0.993046,2.73B,15.48%
2021-02-25,1.07517,1.048631,1.173298,1.012847,1.56B,2.58%
2021-02-24,1.048148,0.963806,1.075098,0.89963,1.67B,8.73%
2021-02-23,0.963973,1.097312,1.140453,0.811454,2.65B,-12.12%
2021-02-22,1.096866,1.0998,1.144536,0.838872,2.03B,-0.27%
2021-02-21,1.099821,1.115611,1.149715,1.075037,1.18B,-1.46%
2021-02-20,1.116149,0.925955,1.19713,0.91419,279.64M,20.55%
2021-02-19,0.925894,0.913695,0.945353,0.880769,839.10M,1.33%
2021-02-18,0.913752,0.891719,0.956599,0.891719,904.68M,2.47%
2021-02-17,0.891702,0.87039,0.897079,0.823855,750.02M,2.45%
2021-02-16,0.870393,0.859853,0.905065,0.834791,929.87M,1.19%
2021-02-15,0.8602,0.844413,0.910412,0.68913,1.44B,1.87%
2021-02-14,0.844426,0.912384,0.918701,0.808192,874.61M,-7.32%
2021-02-13,0.911147,0.924834,0.950019,0.825068,993.01M,-1.48%
2021-02-12,0.924877,0.929328,0.94739,0.86798,1.08B,-0.48%
2021-02-11,0.929292,0.940409,0.979057,0.866845,1.77B,-1.18%
2021-02-10,0.940364,0.705796,0.9496,0.705785,2.50B,33.23%
2021-02-09,0.705831,0.677764,0.711944,0.665963,1.12B,4.20%
2021-02-08,0.677404,0.662603,0.722746,0.633918,2.06B,2.24%
2021-02-07,0.662569,0.633871,0.706656,0.585794,2.60B,4.53%
2021-02-06,0.633867,0.53867,0.665835,0.520923,2.08B,17.52%
2021-02-05,0.53935,0.439523,0.559419,0.436634,2.00B,22.71%
2021-02-04,0.439519,0.441871,0.449576,0.410869,736.38M,-0.53%
2021-02-03,0.441872,0.425804,0.448403,0.415397,1.10B,3.78%
2021-02-02,0.425759,0.408364,0.455238,0.389107,2.25B,4.27%
2021-02-01,0.408341,0.345057,0.42301,0.333367,1.32B,18.35%
2021-01-31,0.345023,0.363612,0.376612,0.338177,662.74M,-5.12%
2021-01-30,0.363623,0.347435,0.375503,0.337283,871.81M,4.61%
2021-01-29,0.347593,0.34378,0.367867,0.331022,1.07B,1.12%
2021-01-28,0.34375,0.311949,0.355185,0.304564,833.04M,10.19%
2021-01-27,0.311971,0.343549,0.343795,0.304737,761.35M,-9.19%
2021-01-26,0.343527,0.343088,0.350626,0.324696,627.44M,0.13%
2021-01-25,0.343094,0.35315,0.363861,0.340669,752.02M,-2.85%
2021-01-24,0.353172,0.345736,0.368806,0.337366,802.72M,2.20%
2021-01-23,0.345559,0.349081,0.357474,0.33613,897.55M,-1.23%
2021-01-22,0.349855,0.30776,0.359574,0.280957,1.53B,13.69%
2021-01-21,0.307722,0.375534,0.37856,0.30001,1.29B,-18.05%
2021-01-20,0.37551,0.367771,0.376512,0.331135,1.11B,2.10%
2021-01-19,0.36777,0.371029,0.384717,0.36281,984.20M,-0.87%
2021-01-18,0.371004,0.381314,0.396712,0.364763,1.24B,-2.70%
2021-01-17,0.381294,0.350462,0.397074,0.341627,2.25B,8.56%
2021-01-16,0.351231,0.302506,0.366729,0.302343,1.95B,16.10%
2021-01-15,0.302516,0.312581,0.331047,0.27885,1.36B,-2.74%
2021-01-14,0.311028,0.312734,0.324066,0.298576,-,-0.55%
2021-01-13,0.312734,0.288664,0.31537,0.271251,1.17B,8.74%
2021-01-12,0.287594,0.275912,0.313894,0.264095,1.87B,4.24%
2021-01-11,0.275906,0.301685,0.303541,0.230289,2.02B,-8.74%
2021-01-10,0.302328,0.330167,0.340511,0.280119,1.43B,-8.43%
2021-01-09,0.330163,0.30395,0.33821,0.296247,1.34B,8.62%
2021-01-08,0.303959,0.298027,0.321255,0.264661,2.23B,1.98%
2021-01-07,0.29805,0.332793,0.353526,0.279952,2.42B,-10.44%
2021-01-06,0.332784,0.258851,0.347047,0.254067,3.05B,28.66%
2021-01-05,0.258647,0.225816,0.263857,0.207187,2.21B,14.52%
2021-01-04,0.225846,0.205706,0.239611,0.19273,2.23B,9.82%
2021-01-03,0.20566,0.177335,0.20957,0.172915,1.39B,15.97%
2021-01-02,0.177335,0.175055,0.184468,0.168623,980.36M,1.31%
2021-01-01,0.175049,0.181384,0.184639,0.170245,770.70M,-3.49%
2020-12-31,0.181381,0.184036,0.186226,0.175827,731.46M,-1.44%
2020-12-30,0.184033,0.191005,0.193174,0.175291,1.18B,-3.64%
2020-12-29,0.190995,0.176434,0.196588,0.173627,2.11B,8.26%
2020-12-28,0.176428,0.154642,0.180145,0.152997,1.29B,14.09%
