Date,Price,Open,High,Low,Vol.,Change %
2020-10-09,11054.2,10923.5,11103,10836.9,70.95K,1.19%
2020-10-08,10924.1,10670.7,10948.6,10549.6,79.78K,2.37%
2020-10-07,10670.9,10601,10680.1,10553.3,49.27K,0.64%
2020-10-06,10602.6,10790.2,10800.3,10530.8,69.07K,-1.73%
2020-10-05,10789.5,10672.5,10789.6,10623.4,48.86K,1.09%
2020-10-04,10672.9,10544.4,10693.3,10520.8,31.40K,1.22%
2020-10-03,10544.2,10572.2,10597.8,10501.2,29.10K,-0.27%
2020-10-02,10572.3,10619.6,10662.9,10387.6,77.94K,-0.45%
2020-10-01,10620.5,10776.6,10913.7,10462.7,95.33K,-1.44%
2020-09-30,10776.1,10843.4,10847.7,10667.6,55.55K,-0.60%
2020-09-29,10840.9,10694.3,10858.4,10642.4,59.64K,1.38%
2020-09-28,10693.2,10776.4,10946.6,10685.2,72.29K,-0.77%
2020-09-27,10776.2,10727.9,10799.2,10602.7,40.92K,0.45%
2020-09-26,10727.9,10688.9,10793.3,10650.2,37.85K,0.37%
2020-09-25,10688.8,10739.9,10756,10558.9,71.43K,-0.47%
2020-09-24,10739.4,10238.1,10787.8,10201,82.95K,4.90%
2020-09-23,10237.3,10531.5,10535.4,10146.6,74.95K,-2.79%
2020-09-22,10531.5,10419.4,10570.7,10361.7,63.52K,1.10%
2020-09-21,10416.8,10919.9,10987.2,10328.5,109.85K,-4.62%
2020-09-20,10921.5,11081.6,11081.6,10772.7,53.39K,-1.45%
2020-09-19,11081.8,10933,11177.1,10890.7,51.63K,1.36%
2020-09-18,10933,10941.3,11029.7,10818.7,63.48K,-0.08%
2020-09-17,10941.3,10950.1,11039.3,10755.2,77.22K,-0.07%
2020-09-16,10949.5,10785.2,11093.3,10669.2,94.94K,1.52%
2020-09-15,10785.3,10675.2,10931.8,10627.8,91.70K,1.03%
2020-09-14,10675.3,10332.7,10744.3,10264.5,96.64K,3.38%
2020-09-13,10326,10441.7,10579.6,10219.4,66.12K,-1.11%
2020-09-12,10441.9,10390.2,10476.8,10275.9,48.49K,0.50%
2020-09-11,10390.2,10339.8,10398.8,10212.6,62.28K,0.49%
2020-09-10,10339.7,10224.3,10480.3,10219.2,88.01K,1.13%
2020-09-09,10224.6,10126.8,10343.3,9984.6,71.37K,0.97%
2020-09-08,10126.6,10376.9,10434.4,9877.1,113.90K,-2.41%
2020-09-07,10376.9,10296.4,10400.9,9887,12.40M,0.78%
2020-09-06,10296.4,10092.2,10337.7,10004.7,12.12M,2.02%
2020-09-05,10092.2,10472.3,10558.7,9897.8,14.72M,-3.63%
2020-09-04,10472.5,10168.7,10614.2,9960.3,12.50M,2.99%
2020-09-03,10168.8,11413.2,11442.7,10009.5,9.65M,-10.90%
2020-09-02,11413.3,11914.4,11947.5,11244.9,20.26M,-4.21%
2020-09-01,11914.9,11644.2,12045.9,11544.6,580.69K,2.32%
2020-08-31,11644.2,11701.1,11760.2,11563.8,496.14K,-0.49%
2020-08-30,11702,11468.1,11704.2,11462.6,409.36K,2.04%
2020-08-29,11468.1,11527.8,11576.8,11433.5,389.85K,-0.51%
2020-08-28,11527.4,11327.5,11539,11281.9,464.94K,1.77%
2020-08-27,11327.4,11462.3,11580.3,11135.3,560.59K,-1.18%
2020-08-26,11462.3,11324.9,11533.6,11254.6,513.06K,1.21%
2020-08-25,11324.8,11752.9,11766.9,11131,594.07K,-3.65%
2020-08-24,11753.5,11641.6,11824.6,11587.1,429.13K,0.96%
2020-08-23,11641.6,11661.1,11705.4,11520.8,377.33K,-0.17%
2020-08-22,11661.3,11529.2,11677,11382.1,433.98K,1.15%
2020-08-21,11529.2,11856.9,11877.4,11495.6,506.38K,-2.76%
2020-08-20,11856.9,11751,11881,11672.7,430.93K,0.91%
2020-08-19,11750.2,11944.4,12013.2,11602.6,550.26K,-1.65%
2020-08-18,11947.6,12283,12381.4,11842,606.79K,-2.73%
2020-08-17,12282.6,11898.8,12444.1,11764,628.41K,3.22%
2020-08-16,11899,11845.5,11922.5,11688.9,410.81K,0.45%
2020-08-15,11845.3,11751.1,11964,11711.5,499.10K,0.80%
2020-08-14,11750.8,11771.1,11835.5,11651.5,435.44K,-0.17%
2020-08-13,11770.9,11557.2,11772.9,11298.4,545.67K,1.85%
2020-08-12,11557.2,11390.4,11605.4,11190.6,549.59K,1.46%
2020-08-11,11390.4,11889.2,11931.8,11146.7,615.90K,-4.19%
2020-08-10,11889.2,11681.1,12041.1,11546.9,564.11K,1.78%
2020-08-09,11681.2,11764.4,11792.8,11527.5,303.00K,-0.71%
2020-08-08,11764.3,11591.6,11805.5,11533.5,317.06K,1.49%
2020-08-07,11592,11757.1,11901.8,11352.4,517.00K,-1.40%
2020-08-06,11757.1,11735,11898.4,11563,554.85K,0.19%
2020-08-05,11735.1,11184.8,11771.5,11114.5,570.83K,4.92%
2020-08-04,11184.7,11223.8,11407.8,11043,485.79K,-0.35%
2020-08-03,11224.4,11066.9,11461.1,10981.6,470.24K,1.42%
2020-08-02,11066.8,11802.6,12061.1,10730.7,647.95K,-6.24%
2020-08-01,11803.1,11333.2,11847.7,11226.1,611.47K,4.14%
2020-07-31,11333.4,11096.5,11434.8,10964.6,530.95K,2.14%
2020-07-30,11096.2,11105.8,11164.4,10861.6,501.14K,-0.09%
2020-07-29,11105.9,10908.4,11336.5,10771.8,576.83K,1.81%
2020-07-28,10908.5,10961.1,11046.1,10873.6,658.37K,-1.04%
2020-07-27,11022.8,9932.7,11367,9894.6,908.99K,10.98%
2020-07-26,9932.5,9690,10086.6,9645.9,415.07K,2.35%
2020-07-25,9704.1,9546.7,9729.3,9536.2,306.29K,1.65%
2020-07-24,9546.4,9599.2,9626.2,9480.5,359.16K,-0.55%
2020-07-23,9599.6,9513.6,9646.5,9451.1,425.66K,0.90%
2020-07-22,9513.7,9387.4,9523.1,9296,386.00K,1.35%
2020-07-21,9387.3,9162.3,9426.9,9155.1,458.99K,2.46%
2020-07-20,9162.4,9208.1,9218.4,9139.9,312.98K,-0.50%
2020-07-19,9208,9170.1,9224.8,9106.4,265.25K,0.41%
2020-07-18,9170.2,9155.8,9198.8,9126.7,276.40K,0.16%
2020-07-17,9155.8,9135.4,9181.9,9091.5,310.92K,0.22%
2020-07-16,9135.3,9198.7,9224.2,9052,429.04K,-0.69%
2020-07-15,9198.7,9253.6,9270.2,9168.7,429.84K,-0.59%
2020-07-14,9253.4,9243.1,9274.8,9135.7,453.83K,0.11%
2020-07-13,9243.6,9300.5,9329.6,9207.6,456.87K,-0.62%
2020-07-12,9300.8,9234.2,9337.8,9170.4,366.88K,0.73%
2020-07-11,9233.3,9285.8,9295.5,9184.2,353.92K,-0.56%
2020-07-10,9285.1,9239,9309.8,9131.9,418.47K,0.53%
