AAPL,COST,GOOG,SP500,BAR,DBP,GLD,UGL,BTC,ADA,ETH,UNI
0.12105665257637249,0.054876002348990455,0.14704387223937765,0.06904578756005295,0.13314127580056803,0.18232509743475314,0.1753421727900391,0.04067928711132075,0.045870463897239824,0.001295884713272265,0.0045985908417582174,0.024724912686255096
