AAPL,COST,GOOG,SP500,BTC,ADA,ETH,UNI
0.18029500425882158,0.09646130024073805,0.3287700897773085,0.3286452211678511,0.02753403310327998,0.0198733636068081,0.009139868885610511,0.009281118959582115
