AAPL,COST,GOOG,SP500,BAR,DBP,GLD,UGL
0.08086481099807236,0.012643422656603658,0.01524196660613263,0.022166475680777956,0.12392510761258235,0.5483487375461001,0.18438220426240598,0.012427274637324943
