BAR,DBP,GLD,UGL,BTC,ADA,ETH,UNI
0.042002290509662456,0.22834363018333084,0.1115907720080004,0.4795025461220744,0.06548034783529805,0.009674095578756993,0.04059328286333361,0.02281303489954317
