AAPL,COST,GOOG,SP500,BAR,DBP,GLD,UGL,BTC,ADA,ETH,UNI
0.0010845527564969462,0.004289188914989251,0.2025580580966384,0.023932539943636838,0.09494135741476638,0.1657952212348388,0.27174700960723464,0.1477251118067142,0.03570573106729878,0.03140811285737367,0.01691576072588674,0.0038973555741253
