AAPL,COST,GOOG,SP500,BTC,ADA,ETH,UNI
0.3864384518205455,0.08640241355611701,0.30785543355871986,0.021517057945346325,0.16784810992813978,0.0037995638106890876,0.005714853045099397,0.020424116335342937
