AAPL,COST,GOOG,SP500,BTC,ADA,ETH,UNI
0.4364071449187884,0.024636730753791948,0.09766362477095315,0.03963181120853362,0.05352467574300158,0.009241255257895693,0.021690263024521275,0.3172044943225143
