AAPL,COST,GOOG,SP500,BAR,DBP,GLD,UGL
0.0365323633700563,0.002700889045792804,0.03321314300674894,0.003636915076098317,0.2121698580631405,0.17892407092169269,0.3139383263658808,0.21888443415058964
