BAR,DBP,GLD,UGL,BTC,ADA,ETH,UNI
0.15890002143830642,0.17482889477106656,0.268384294658773,0.3008833639287371,0.07066882001419308,0.012250424066036759,0.006335267387961648,0.007748913734925477
