VTIP,AGG,MUB,BNDX,EMB,JPST,GBIL,SHV,OIL,OILK,BNO,COG,GLD,BAR,UGL,DBP,ZI,ZG
0.016675609079900778,0.02177705776739136,0.08220903671064045,0.06802691664275864,0.05663159006676183,0.025607598271205758,0.09581966442612865,0.11836943968102379,0.12028719019729904,0.054553653390398096,0.13259081230213607,0.007607505850961587,0.046986872231679196,0.04398949579263982,0.06643393865994286,0.02789772788678224,0.008267898565617366,0.006267992476732557
