BAR,DBP,GLD,UGL,BTC,ADA,ETH,UNI
0.19314445092957402,0.3260143369102038,0.2618826656906245,0.13147849909572948,0.013265690545660026,0.0003175200803574684,0.027188124763165917,0.04670871198468469
