AXP,AMGN,AAPL,BA,CAT,CSCO,CVX,GS,HD,HON,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,CRM,VZ,V,WBA,WMT,DIS,AGG,SPY,VTI,VTV,VOE,VBR,VEA,VWO,IEMG,BTC,ADA,ETH,UNI,OIL,OILK,BNO,COG
0.027606923763075806,0.040735226572685176,0.041024929443632493,0.03947874986893854,0.0033325368185337318,0.041341626457989646,0.025241839627335567,0.04092742277329809,0.03472809732236812,0.026188631756451534,0.04094283635489264,0.002894951284199133,0.005407177968565211,0.019338200470101725,0.029509707502846,0.03927866050921853,0.03503582745092977,0.005122170889105421,0.0241430646109485,0.01791777294249118,0.03455879016370511,0.01926992474314353,0.031018606944050956,0.005014133431198424,0.03235997471446589,0.015373826385647008,0.009989457057044848,0.008159589803346322,0.03064606088032355,0.020754761330393803,0.02532295075101506,0.019870602941071337,0.006092411069200878,0.016318796084019278,0.026453655248372093,0.005995883297623929,0.03394916852053955,0.012962050708471548,0.0016401092216826241,0.009365833019864638,0.004857436694434914,0.0033733638340190547,0.01992554715872204,0.043265729340615566,0.02017056058618013,0.0030944216832411316
