AAPL,COST,GOOG,SP500,BAR,DBP,GLD,UGL,BTC,ADA,ETH,UNI
0.2104478477288018,0.0201743925498667,0.0030341800581738456,0.02873026338079191,0.037589507634889434,0.17343976599478267,0.21178676928571177,0.16817364286492797,0.11676400962100623,0.018976191645723502,0.00013543612516498461,0.010747993110159287
