AXP,AMGN,AAPL,BA,CAT,CSCO,CVX,GS,HD,HON,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,CRM,VZ,V,WBA,WMT,DIS,AGG,SPY,VTI,VTV,VOE,VBR,VEA,VWO,IEMG,VTIP,AGG.1,MUB,BNDX,EMB,JPST,GBIL,SHV,BTC,ADA,ETH,UNI
0.024993271922377387,0.012484949897428148,0.03578145841858339,0.007372440857625431,0.009286773474719932,0.03340972194696389,0.02102311734756863,0.03079534932184045,0.02724691826568236,0.03150624788131728,0.034129591915365014,0.0229913491242866,0.009909700573819284,0.033336351302186956,0.029692428486547646,0.008737396502244917,0.013443064679961949,0.03318779703044277,0.02759742356174028,0.00993876503630888,0.034376342666413165,0.002978830829836714,0.03131590799162377,0.010233510442363048,0.019374571402339304,0.023965822857502705,0.019941616451152916,0.010256747236230398,0.030166395044445522,0.014848591721732158,0.03391195929840729,0.009001690370859123,0.012664898127999605,0.03074492059598375,0.004629761258506281,0.01896817297393133,0.0013090063653658378,0.006488874835407091,0.0318050413431339,0.0007018752710462208,0.022676852282931342,0.026854699439093403,0.025205436453653255,0.02924871704185231,0.034852856851927655,0.02586707270295172,0.000502455109608678,0.015355340486517616,0.0056078647709724445,0.009280050229200214
