AXP,AMGN,AAPL,BA,CAT,CSCO,CVX,GS,HD,HON,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,CRM,VZ,V,WBA,WMT,DIS,AGG,SPY,VTI,VTV,VOE,VBR,VEA,VWO,IEMG,BTC,ADA,ETH,UNI,GLD,BAR,UGL,DBP,ZI,ZG
0.03581494123925883,0.0051682460368888995,0.007292225039784792,0.024841863186221686,0.02170150349968403,0.018904668394831545,0.026693169399401948,0.02537572725108641,0.040230373571432845,0.0035755847433987715,0.032311180407490106,0.015087890583144449,0.020222183460790355,0.03460313215369157,0.006852201941210897,0.011664114044362033,0.02272432099474369,0.020732536650633925,0.03051301836381686,0.020579650222198945,0.010666554706260097,0.02909396557916509,0.03880291883453959,0.03601824722632057,0.01466995200681898,0.022741866050687544,0.013554366610751293,0.005795818055702134,0.0029373065253457493,0.035407489983042745,0.028236326662673113,0.03305989118378123,0.03927157121273601,0.021750998089586773,0.011193893456305984,0.022479794633967196,0.011683610440247318,0.008742445644070986,0.0006110381517085393,0.028114152691729895,0.007013070232189824,0.0005174164337240892,0.021767460781589087,0.04275369592259288,0.03865196717678195,0.012557905485066967,0.029070910214772358,0.007946834823769401
