AAPL,COST,GOOG,SP500,BAR,DBP,GLD,UGL,BTC,ADA,ETH,UNI
0.020793978704323507,0.06196833093603039,0.07066163264180866,0.11979745923136163,0.04107634265402655,0.0763565687136127,0.07143532818355938,0.1417227340604319,0.09461554614943933,0.006722108902564408,0.11137960607354486,0.18347036374929657
